#    L    TT             EE             TE             PP             TP          
  1893    0.24549E+03    0.11627E+02   -0.50443E+01    0.12272E+06    0.89477E+01
  1894    0.24457E+03    0.11671E+02   -0.52293E+01    0.12262E+06    0.89975E+01
  1895    0.24365E+03    0.11715E+02   -0.54172E+01    0.12251E+06    0.90469E+01
  1896    0.24276E+03    0.11757E+02   -0.56078E+01    0.12241E+06    0.90959E+01
  1897    0.24189E+03    0.11797E+02   -0.58009E+01    0.12230E+06    0.91446E+01
  1898    0.24102E+03    0.11837E+02   -0.59967E+01    0.12220E+06    0.91929E+01
  1899    0.24018E+03    0.11876E+02   -0.61946E+01    0.12210E+06    0.92409E+01
  1900    0.23935E+03    0.11912E+02   -0.63950E+01    0.12200E+06    0.92885E+01
  1901    0.23854E+03    0.11948E+02   -0.65977E+01    0.12189E+06    0.93357E+01
  1902    0.23775E+03    0.11983E+02   -0.68025E+01    0.12179E+06    0.93825E+01
  1903    0.23697E+03    0.12016E+02   -0.70089E+01    0.12169E+06    0.94289E+01
  1904    0.23622E+03    0.12049E+02   -0.72168E+01    0.12158E+06    0.94749E+01
  1905    0.23547E+03    0.12079E+02   -0.74273E+01    0.12148E+06    0.95206E+01
  1906    0.23474E+03    0.12108E+02   -0.76396E+01    0.12138E+06    0.95658E+01
  1907    0.23404E+03    0.12138E+02   -0.78523E+01    0.12128E+06    0.96107E+01
  1908    0.23335E+03    0.12164E+02   -0.80676E+01    0.12118E+06    0.96551E+01
  1909    0.23267E+03    0.12190E+02   -0.82832E+01    0.12107E+06    0.96992E+01
  1910    0.23201E+03    0.12215E+02   -0.85007E+01    0.12097E+06    0.97428E+01
  1911    0.23137E+03    0.12239E+02   -0.87200E+01    0.12087E+06    0.97860E+01
  1912    0.23075E+03    0.12260E+02   -0.89389E+01    0.12077E+06    0.98288E+01
  1913    0.23016E+03    0.12280E+02   -0.91589E+01    0.12067E+06    0.98712E+01
  1914    0.22957E+03    0.12299E+02   -0.93799E+01    0.12057E+06    0.99132E+01
  1915    0.22900E+03    0.12317E+02   -0.96020E+01    0.12047E+06    0.99547E+01
  1916    0.22844E+03    0.12333E+02   -0.98244E+01    0.12037E+06    0.99958E+01
  1917    0.22792E+03    0.12347E+02   -0.10048E+02    0.12026E+06    0.10036E+02
  1918    0.22740E+03    0.12362E+02   -0.10272E+02    0.12016E+06    0.10077E+02
  1919    0.22690E+03    0.12373E+02   -0.10496E+02    0.12006E+06    0.10117E+02
  1920    0.22642E+03    0.12384E+02   -0.10720E+02    0.11996E+06    0.10156E+02
  1921    0.22595E+03    0.12393E+02   -0.10944E+02    0.11986E+06    0.10195E+02
  1922    0.22551E+03    0.12401E+02   -0.11168E+02    0.11976E+06    0.10233E+02
  1923    0.22507E+03    0.12407E+02   -0.11392E+02    0.11966E+06    0.10271E+02
  1924    0.22465E+03    0.12412E+02   -0.11616E+02    0.11956E+06    0.10309E+02
  1925    0.22426E+03    0.12415E+02   -0.11840E+02    0.11946E+06    0.10346E+02
  1926    0.22388E+03    0.12418E+02   -0.12063E+02    0.11936E+06    0.10383E+02
  1927    0.22350E+03    0.12419E+02   -0.12288E+02    0.11927E+06    0.10419E+02
  1928    0.22316E+03    0.12418E+02   -0.12508E+02    0.11917E+06    0.10455E+02
  1929    0.22282E+03    0.12416E+02   -0.12731E+02    0.11907E+06    0.10490E+02
  1930    0.22250E+03    0.12413E+02   -0.12951E+02    0.11897E+06    0.10525E+02
  1931    0.22221E+03    0.12407E+02   -0.13171E+02    0.11887E+06    0.10559E+02
  1932    0.22193E+03    0.12402E+02   -0.13389E+02    0.11877E+06    0.10593E+02
  1933    0.22166E+03    0.12394E+02   -0.13607E+02    0.11867E+06    0.10627E+02
  1934    0.22140E+03    0.12385E+02   -0.13824E+02    0.11857E+06    0.10660E+02
  1935    0.22117E+03    0.12374E+02   -0.14040E+02    0.11848E+06    0.10692E+02
  1936    0.22095E+03    0.12362E+02   -0.14254E+02    0.11838E+06    0.10724E+02
  1937    0.22073E+03    0.12347E+02   -0.14467E+02    0.11828E+06    0.10756E+02
  1938    0.22054E+03    0.12333E+02   -0.14678E+02    0.11818E+06    0.10787E+02
  1939    0.22037E+03    0.12316E+02   -0.14887E+02    0.11808E+06    0.10817E+02
  1940    0.22021E+03    0.12299E+02   -0.15096E+02    0.11799E+06    0.10847E+02
  1941    0.22007E+03    0.12280E+02   -0.15301E+02    0.11789E+06    0.10877E+02
  1942    0.21993E+03    0.12260E+02   -0.15506E+02    0.11779E+06    0.10906E+02
  1943    0.21981E+03    0.12238E+02   -0.15709E+02    0.11769E+06    0.10934E+02
  1944    0.21971E+03    0.12214E+02   -0.15909E+02    0.11760E+06    0.10962E+02
  1945    0.21961E+03    0.12190E+02   -0.16106E+02    0.11750E+06    0.10990E+02
  1946    0.21953E+03    0.12164E+02   -0.16303E+02    0.11740E+06    0.11016E+02
  1947    0.21946E+03    0.12137E+02   -0.16497E+02    0.11731E+06    0.11043E+02
  1948    0.21941E+03    0.12109E+02   -0.16688E+02    0.11721E+06    0.11069E+02
  1949    0.21937E+03    0.12078E+02   -0.16877E+02    0.11711E+06    0.11094E+02
  1950    0.21934E+03    0.12048E+02   -0.17064E+02    0.11702E+06    0.11119E+02
  1951    0.21933E+03    0.12016E+02   -0.17247E+02    0.11692E+06    0.11143E+02
  1952    0.21933E+03    0.11981E+02   -0.17429E+02    0.11683E+06    0.11167E+02
  1953    0.21935E+03    0.11947E+02   -0.17607E+02    0.11673E+06    0.11191E+02
  1954    0.21937E+03    0.11910E+02   -0.17783E+02    0.11663E+06    0.11213E+02
  1955    0.21940E+03    0.11873E+02   -0.17957E+02    0.11654E+06    0.11236E+02
  1956    0.21944E+03    0.11834E+02   -0.18126E+02    0.11644E+06    0.11257E+02
  1957    0.21953E+03    0.11794E+02   -0.18294E+02    0.11635E+06    0.11278E+02
  1958    0.21957E+03    0.11753E+02   -0.18458E+02    0.11625E+06    0.11299E+02
  1959    0.21965E+03    0.11710E+02   -0.18619E+02    0.11616E+06    0.11319E+02
  1960    0.21974E+03    0.11667E+02   -0.18777E+02    0.11606E+06    0.11339E+02
  1961    0.21984E+03    0.11623E+02   -0.18932E+02    0.11597E+06    0.11358E+02
  1962    0.21994E+03    0.11578E+02   -0.19083E+02    0.11587E+06    0.11376E+02
  1963    0.22006E+03    0.11531E+02   -0.19231E+02    0.11578E+06    0.11394E+02
  1964    0.22018E+03    0.11484E+02   -0.19375E+02    0.11568E+06    0.11412E+02
  1965    0.22032E+03    0.11434E+02   -0.19516E+02    0.11559E+06    0.11428E+02
  1966    0.22047E+03    0.11384E+02   -0.19654E+02    0.11549E+06    0.11445E+02
  1967    0.22062E+03    0.11333E+02   -0.19788E+02    0.11540E+06    0.11461E+02
  1968    0.22077E+03    0.11281E+02   -0.19919E+02    0.11531E+06    0.11476E+02
  1969    0.22095E+03    0.11227E+02   -0.20046E+02    0.11521E+06    0.11491E+02
  1970    0.22112E+03    0.11175E+02   -0.20169E+02    0.11512E+06    0.11505E+02
  1971    0.22130E+03    0.11120E+02   -0.20288E+02    0.11502E+06    0.11519E+02
  1972    0.22149E+03    0.11063E+02   -0.20403E+02    0.11493E+06    0.11532E+02
  1973    0.22168E+03    0.11008E+02   -0.20515E+02    0.11484E+06    0.11544E+02
  1974    0.22189E+03    0.10949E+02   -0.20623E+02    0.11474E+06    0.11556E+02
  1975    0.22210E+03    0.10891E+02   -0.20728E+02    0.11465E+06    0.11568E+02
  1976    0.22231E+03    0.10832E+02   -0.20828E+02    0.11456E+06    0.11579E+02
  1977    0.22253E+03    0.10772E+02   -0.20924E+02    0.11447E+06    0.11589E+02
  1978    0.22275E+03    0.10711E+02   -0.21016E+02    0.11437E+06    0.11599E+02
  1979    0.22298E+03    0.10649E+02   -0.21104E+02    0.11428E+06    0.11609E+02
  1980    0.22322E+03    0.10587E+02   -0.21188E+02    0.11419E+06    0.11617E+02
  1981    0.22345E+03    0.10524E+02   -0.21268E+02    0.11410E+06    0.11626E+02
  1982    0.22369E+03    0.10460E+02   -0.21343E+02    0.11400E+06    0.11633E+02
  1983    0.22394E+03    0.10395E+02   -0.21416E+02    0.11391E+06    0.11641E+02
  1984    0.22419E+03    0.10330E+02   -0.21483E+02    0.11382E+06    0.11647E+02
  1985    0.22445E+03    0.10264E+02   -0.21547E+02    0.11373E+06    0.11653E+02
  1986    0.22470E+03    0.10197E+02   -0.21606E+02    0.11363E+06    0.11659E+02
  1987    0.22496E+03    0.10130E+02   -0.21661E+02    0.11354E+06    0.11664E+02
  1988    0.22522E+03    0.10063E+02   -0.21712E+02    0.11345E+06    0.11669E+02
  1989    0.22548E+03    0.99954E+01   -0.21758E+02    0.11336E+06    0.11673E+02
  1990    0.22575E+03    0.99270E+01   -0.21801E+02    0.11327E+06    0.11676E+02
  1991    0.22601E+03    0.98570E+01   -0.21839E+02    0.11318E+06    0.11679E+02
  1992    0.22627E+03    0.97876E+01   -0.21873E+02    0.11309E+06    0.11681E+02
  1993    0.22653E+03    0.97182E+01   -0.21902E+02    0.11300E+06    0.11683E+02
  1994    0.22680E+03    0.96472E+01   -0.21927E+02    0.11290E+06    0.11684E+02
  1995    0.22708E+03    0.95761E+01   -0.21949E+02    0.11281E+06    0.11685E+02
  1996    0.22734E+03    0.95042E+01   -0.21966E+02    0.11272E+06    0.11685E+02
  1997    0.22760E+03    0.94322E+01   -0.21977E+02    0.11263E+06    0.11685E+02
  1998    0.22787E+03    0.93608E+01   -0.21985E+02    0.11254E+06    0.11684E+02
  1999    0.22814E+03    0.92879E+01   -0.21990E+02    0.11245E+06    0.11682E+02
  2000    0.22839E+03    0.92157E+01   -0.21989E+02    0.11236E+06    0.11680E+02
  2001    0.22866E+03    0.91433E+01   -0.21984E+02    0.11227E+06    0.11677E+02
  2002    0.22892E+03    0.90701E+01   -0.21975E+02    0.11218E+06    0.11674E+02
  2003    0.22918E+03    0.89968E+01   -0.21962E+02    0.11209E+06    0.11671E+02
  2004    0.22944E+03    0.89235E+01   -0.21945E+02    0.11200E+06    0.11666E+02
  2005    0.22969E+03    0.88493E+01   -0.21923E+02    0.11191E+06    0.11662E+02
  2006    0.22994E+03    0.87765E+01   -0.21898E+02    0.11182E+06    0.11656E+02
  2007    0.23018E+03    0.87022E+01   -0.21867E+02    0.11173E+06    0.11651E+02
  2008    0.23043E+03    0.86278E+01   -0.21833E+02    0.11164E+06    0.11644E+02
  2009    0.23068E+03    0.85540E+01   -0.21794E+02    0.11156E+06    0.11637E+02
  2010    0.23090E+03    0.84802E+01   -0.21752E+02    0.11147E+06    0.11630E+02
  2011    0.23114E+03    0.84056E+01   -0.21705E+02    0.11138E+06    0.11622E+02
  2012    0.23137E+03    0.83316E+01   -0.21655E+02    0.11129E+06    0.11614E+02
  2013    0.23159E+03    0.82568E+01   -0.21601E+02    0.11120E+06    0.11605E+02
  2014    0.23181E+03    0.81834E+01   -0.21541E+02    0.11111E+06    0.11595E+02
  2015    0.23203E+03    0.81093E+01   -0.21480E+02    0.11102E+06    0.11585E+02
  2016    0.23224E+03    0.80358E+01   -0.21413E+02    0.11093E+06    0.11575E+02
  2017    0.23244E+03    0.79622E+01   -0.21343E+02    0.11085E+06    0.11564E+02
  2018    0.23263E+03    0.78887E+01   -0.21269E+02    0.11076E+06    0.11552E+02
  2019    0.23282E+03    0.78153E+01   -0.21190E+02    0.11067E+06    0.11540E+02
  2020    0.23301E+03    0.77420E+01   -0.21109E+02    0.11058E+06    0.11528E+02
  2021    0.23320E+03    0.76694E+01   -0.21023E+02    0.11049E+06    0.11515E+02
  2022    0.23336E+03    0.75969E+01   -0.20934E+02    0.11041E+06    0.11501E+02
  2023    0.23352E+03    0.75246E+01   -0.20841E+02    0.11032E+06    0.11487E+02
  2024    0.23369E+03    0.74526E+01   -0.20745E+02    0.11023E+06    0.11473E+02
  2025    0.23382E+03    0.73808E+01   -0.20645E+02    0.11014E+06    0.11458E+02
  2026    0.23397E+03    0.73094E+01   -0.20541E+02    0.11006E+06    0.11442E+02
  2027    0.23411E+03    0.72385E+01   -0.20434E+02    0.10997E+06    0.11426E+02
  2028    0.23423E+03    0.71679E+01   -0.20323E+02    0.10988E+06    0.11410E+02
  2029    0.23436E+03    0.70977E+01   -0.20209E+02    0.10980E+06    0.11393E+02
  2030    0.23446E+03    0.70279E+01   -0.20092E+02    0.10971E+06    0.11376E+02
  2031    0.23456E+03    0.69586E+01   -0.19972E+02    0.10962E+06    0.11358E+02
  2032    0.23465E+03    0.68896E+01   -0.19848E+02    0.10954E+06    0.11340E+02
  2033    0.23473E+03    0.68213E+01   -0.19721E+02    0.10945E+06    0.11321E+02
  2034    0.23482E+03    0.67535E+01   -0.19591E+02    0.10936E+06    0.11302E+02
  2035    0.23488E+03    0.66862E+01   -0.19458E+02    0.10928E+06    0.11282E+02
  2036    0.23493E+03    0.66194E+01   -0.19322E+02    0.10919E+06    0.11262E+02
  2037    0.23498E+03    0.65533E+01   -0.19183E+02    0.10911E+06    0.11242E+02
  2038    0.23501E+03    0.64876E+01   -0.19041E+02    0.10902E+06    0.11221E+02
  2039    0.23504E+03    0.64227E+01   -0.18896E+02    0.10893E+06    0.11199E+02
  2040    0.23506E+03    0.63583E+01   -0.18748E+02    0.10885E+06    0.11177E+02
  2041    0.23506E+03    0.62945E+01   -0.18598E+02    0.10876E+06    0.11155E+02
  2042    0.23506E+03    0.62315E+01   -0.18445E+02    0.10868E+06    0.11132E+02
  2043    0.23504E+03    0.61691E+01   -0.18289E+02    0.10859E+06    0.11109E+02
  2044    0.23503E+03    0.61074E+01   -0.18131E+02    0.10851E+06    0.11086E+02
  2045    0.23499E+03    0.60464E+01   -0.17970E+02    0.10842E+06    0.11062E+02
  2046    0.23495E+03    0.59861E+01   -0.17807E+02    0.10834E+06    0.11037E+02
  2047    0.23490E+03    0.59265E+01   -0.17642E+02    0.10825E+06    0.11012E+02
  2048    0.23483E+03    0.58677E+01   -0.17474E+02    0.10817E+06    0.10987E+02
  2049    0.23476E+03    0.58098E+01   -0.17304E+02    0.10808E+06    0.10961E+02
  2050    0.23467E+03    0.57525E+01   -0.17132E+02    0.10800E+06    0.10935E+02
  2051    0.23456E+03    0.56961E+01   -0.16958E+02    0.10791E+06    0.10908E+02
  2052    0.23445E+03    0.56405E+01   -0.16782E+02    0.10783E+06    0.10881E+02
  2053    0.23432E+03    0.55858E+01   -0.16603E+02    0.10774E+06    0.10854E+02
  2054    0.23419E+03    0.55318E+01   -0.16423E+02    0.10766E+06    0.10826E+02
  2055    0.23404E+03    0.54787E+01   -0.16241E+02    0.10758E+06    0.10798E+02
  2056    0.23388E+03    0.54265E+01   -0.16058E+02    0.10749E+06    0.10769E+02
  2057    0.23372E+03    0.53753E+01   -0.15872E+02    0.10741E+06    0.10740E+02
  2058    0.23354E+03    0.53248E+01   -0.15685E+02    0.10732E+06    0.10711E+02
  2059    0.23335E+03    0.52753E+01   -0.15497E+02    0.10724E+06    0.10681E+02
  2060    0.23315E+03    0.52265E+01   -0.15306E+02    0.10716E+06    0.10651E+02
  2061    0.23294E+03    0.51788E+01   -0.15114E+02    0.10707E+06    0.10621E+02
  2062    0.23271E+03    0.51320E+01   -0.14922E+02    0.10699E+06    0.10590E+02
  2063    0.23248E+03    0.50862E+01   -0.14727E+02    0.10691E+06    0.10559E+02
  2064    0.23222E+03    0.50413E+01   -0.14532E+02    0.10682E+06    0.10527E+02
  2065    0.23196E+03    0.49974E+01   -0.14336E+02    0.10674E+06    0.10496E+02
  2066    0.23169E+03    0.49544E+01   -0.14139E+02    0.10666E+06    0.10463E+02
  2067    0.23141E+03    0.49124E+01   -0.13941E+02    0.10658E+06    0.10431E+02
  2068    0.23110E+03    0.48713E+01   -0.13742E+02    0.10649E+06    0.10398E+02
  2069    0.23080E+03    0.48313E+01   -0.13541E+02    0.10641E+06    0.10365E+02
  2070    0.23047E+03    0.47923E+01   -0.13342E+02    0.10633E+06    0.10331E+02
  2071    0.23014E+03    0.47543E+01   -0.13141E+02    0.10625E+06    0.10297E+02
  2072    0.22980E+03    0.47173E+01   -0.12939E+02    0.10616E+06    0.10263E+02
  2073    0.22944E+03    0.46813E+01   -0.12737E+02    0.10608E+06    0.10229E+02
  2074    0.22908E+03    0.46462E+01   -0.12534E+02    0.10600E+06    0.10194E+02
  2075    0.22870E+03    0.46122E+01   -0.12331E+02    0.10592E+06    0.10159E+02
  2076    0.22830E+03    0.45792E+01   -0.12127E+02    0.10584E+06    0.10124E+02
  2077    0.22790E+03    0.45473E+01   -0.11924E+02    0.10575E+06    0.10088E+02
  2078    0.22749E+03    0.45164E+01   -0.11720E+02    0.10567E+06    0.10052E+02
  2079    0.22705E+03    0.44866E+01   -0.11517E+02    0.10559E+06    0.10016E+02
  2080    0.22662E+03    0.44577E+01   -0.11312E+02    0.10551E+06    0.99794E+01
  2081    0.22617E+03    0.44300E+01   -0.11109E+02    0.10543E+06    0.99427E+01
  2082    0.22571E+03    0.44033E+01   -0.10905E+02    0.10535E+06    0.99057E+01
  2083    0.22525E+03    0.43775E+01   -0.10703E+02    0.10526E+06    0.98684E+01
  2084    0.22476E+03    0.43530E+01   -0.10500E+02    0.10518E+06    0.98309E+01
  2085    0.22427E+03    0.43294E+01   -0.10296E+02    0.10510E+06    0.97932E+01
  2086    0.22377E+03    0.43068E+01   -0.10094E+02    0.10502E+06    0.97552E+01
  2087    0.22325E+03    0.42853E+01   -0.98922E+01    0.10494E+06    0.97169E+01
  2088    0.22272E+03    0.42649E+01   -0.96913E+01    0.10486E+06    0.96784E+01
  2089    0.22219E+03    0.42455E+01   -0.94902E+01    0.10478E+06    0.96397E+01
  2090    0.22164E+03    0.42271E+01   -0.92904E+01    0.10470E+06    0.96008E+01
  2091    0.22109E+03    0.42098E+01   -0.90912E+01    0.10462E+06    0.95616E+01
  2092    0.22052E+03    0.41935E+01   -0.88933E+01    0.10454E+06    0.95223E+01
  2093    0.21993E+03    0.41782E+01   -0.86945E+01    0.10446E+06    0.94827E+01
  2094    0.21935E+03    0.41640E+01   -0.84978E+01    0.10438E+06    0.94429E+01
  2095    0.21875E+03    0.41508E+01   -0.83023E+01    0.10430E+06    0.94029E+01
  2096    0.21814E+03    0.41387E+01   -0.81084E+01    0.10422E+06    0.93628E+01
  2097    0.21752E+03    0.41275E+01   -0.79149E+01    0.10414E+06    0.93224E+01
  2098    0.21690E+03    0.41174E+01   -0.77231E+01    0.10406E+06    0.92818E+01
  2099    0.21626E+03    0.41083E+01   -0.75315E+01    0.10398E+06    0.92411E+01
  2100    0.21562E+03    0.41003E+01   -0.73424E+01    0.10390E+06    0.92002E+01
  2101    0.21496E+03    0.40932E+01   -0.71542E+01    0.10382E+06    0.91591E+01
  2102    0.21429E+03    0.40871E+01   -0.69673E+01    0.10374E+06    0.91179E+01
  2103    0.21361E+03    0.40820E+01   -0.67821E+01    0.10366E+06    0.90765E+01
  2104    0.21293E+03    0.40779E+01   -0.65983E+01    0.10358E+06    0.90349E+01
  2105    0.21223E+03    0.40747E+01   -0.64161E+01    0.10350E+06    0.89932E+01
  2106    0.21153E+03    0.40726E+01   -0.62356E+01    0.10343E+06    0.89513E+01
  2107    0.21082E+03    0.40714E+01   -0.60568E+01    0.10335E+06    0.89093E+01
  2108    0.21010E+03    0.40711E+01   -0.58798E+01    0.10327E+06    0.88671E+01
  2109    0.20938E+03    0.40717E+01   -0.57045E+01    0.10319E+06    0.88248E+01
  2110    0.20864E+03    0.40734E+01   -0.55312E+01    0.10311E+06    0.87824E+01
  2111    0.20790E+03    0.40758E+01   -0.53597E+01    0.10303E+06    0.87398E+01
  2112    0.20715E+03    0.40792E+01   -0.51902E+01    0.10295E+06    0.86971E+01
  2113    0.20639E+03    0.40834E+01   -0.50228E+01    0.10288E+06    0.86543E+01
  2114    0.20563E+03    0.40886E+01   -0.48574E+01    0.10280E+06    0.86114E+01
  2115    0.20485E+03    0.40947E+01   -0.46941E+01    0.10272E+06    0.85684E+01
  2116    0.20408E+03    0.41017E+01   -0.45329E+01    0.10264E+06    0.85252E+01
  2117    0.20330E+03    0.41098E+01   -0.43742E+01    0.10256E+06    0.84820E+01
  2118    0.20250E+03    0.41184E+01   -0.42174E+01    0.10249E+06    0.84386E+01
  2119    0.20171E+03    0.41279E+01   -0.40631E+01    0.10241E+06    0.83952E+01
  2120    0.20090E+03    0.41382E+01   -0.39110E+01    0.10233E+06    0.83517E+01
  2121    0.20009E+03    0.41494E+01   -0.37614E+01    0.10225E+06    0.83081E+01
  2122    0.19927E+03    0.41613E+01   -0.36142E+01    0.10218E+06    0.82644E+01
  2123    0.19845E+03    0.41740E+01   -0.34694E+01    0.10210E+06    0.82206E+01
  2124    0.19763E+03    0.41875E+01   -0.33271E+01    0.10202E+06    0.81767E+01
  2125    0.19679E+03    0.42018E+01   -0.31873E+01    0.10195E+06    0.81328E+01
  2126    0.19596E+03    0.42166E+01   -0.30500E+01    0.10187E+06    0.80888E+01
  2127    0.19511E+03    0.42324E+01   -0.29155E+01    0.10179E+06    0.80447E+01
  2128    0.19427E+03    0.42488E+01   -0.27834E+01    0.10171E+06    0.80006E+01
  2129    0.19342E+03    0.42658E+01   -0.26540E+01    0.10164E+06    0.79565E+01
  2130    0.19256E+03    0.42836E+01   -0.25273E+01    0.10156E+06    0.79123E+01
  2131    0.19170E+03    0.43021E+01   -0.24034E+01    0.10148E+06    0.78680E+01
