#    L    TT             EE             TE             PP             TP          
  3676    0.50840E+01    0.14990E+00   -0.28461E+00    0.42381E+05    0.11243E+01
  3677    0.50724E+01    0.14915E+00   -0.28203E+00    0.42362E+05    0.11258E+01
  3678    0.50608E+01    0.14841E+00   -0.27947E+00    0.42344E+05    0.11272E+01
  3679    0.50491E+01    0.14769E+00   -0.27692E+00    0.42325E+05    0.11287E+01
  3680    0.50373E+01    0.14697E+00   -0.27437E+00    0.42307E+05    0.11301E+01
  3681    0.50253E+01    0.14627E+00   -0.27183E+00    0.42288E+05    0.11315E+01
  3682    0.50133E+01    0.14559E+00   -0.26929E+00    0.42270E+05    0.11329E+01
  3683    0.50012E+01    0.14492E+00   -0.26677E+00    0.42252E+05    0.11343E+01
  3684    0.49891E+01    0.14427E+00   -0.26425E+00    0.42233E+05    0.11357E+01
  3685    0.49768E+01    0.14361E+00   -0.26173E+00    0.42215E+05    0.11370E+01
  3686    0.49646E+01    0.14297E+00   -0.25923E+00    0.42197E+05    0.11383E+01
  3687    0.49521E+01    0.14235E+00   -0.25674E+00    0.42178E+05    0.11396E+01
  3688    0.49397E+01    0.14175E+00   -0.25425E+00    0.42160E+05    0.11409E+01
  3689    0.49272E+01    0.14116E+00   -0.25178E+00    0.42142E+05    0.11421E+01
  3690    0.49144E+01    0.14058E+00   -0.24933E+00    0.42123E+05    0.11433E+01
  3691    0.49018E+01    0.14002E+00   -0.24688E+00    0.42105E+05    0.11445E+01
  3692    0.48890E+01    0.13946E+00   -0.24446E+00    0.42087E+05    0.11456E+01
  3693    0.48762E+01    0.13892E+00   -0.24204E+00    0.42068E+05    0.11467E+01
  3694    0.48633E+01    0.13839E+00   -0.23964E+00    0.42050E+05    0.11478E+01
  3695    0.48503E+01    0.13788E+00   -0.23726E+00    0.42032E+05    0.11488E+01
  3696    0.48372E+01    0.13738E+00   -0.23490E+00    0.42014E+05    0.11498E+01
  3697    0.48241E+01    0.13690E+00   -0.23256E+00    0.41996E+05    0.11507E+01
  3698    0.48111E+01    0.13642E+00   -0.23023E+00    0.41977E+05    0.11516E+01
  3699    0.47979E+01    0.13595E+00   -0.22791E+00    0.41959E+05    0.11524E+01
  3700    0.47846E+01    0.13551E+00   -0.22562E+00    0.41941E+05    0.11532E+01
  3701    0.47712E+01    0.13507E+00   -0.22335E+00    0.41923E+05    0.11539E+01
  3702    0.47578E+01    0.13464E+00   -0.22110E+00    0.41905E+05    0.11546E+01
  3703    0.47444E+01    0.13423E+00   -0.21887E+00    0.41887E+05    0.11552E+01
  3704    0.47309E+01    0.13383E+00   -0.21665E+00    0.41868E+05    0.11557E+01
  3705    0.47174E+01    0.13345E+00   -0.21446E+00    0.41850E+05    0.11563E+01
  3706    0.47038E+01    0.13306E+00   -0.21229E+00    0.41832E+05    0.11568E+01
  3707    0.46901E+01    0.13271E+00   -0.21015E+00    0.41814E+05    0.11572E+01
  3708    0.46764E+01    0.13235E+00   -0.20803E+00    0.41796E+05    0.11576E+01
  3709    0.46627E+01    0.13202E+00   -0.20593E+00    0.41778E+05    0.11580E+01
  3710    0.46490E+01    0.13169E+00   -0.20386E+00    0.41760E+05    0.11583E+01
  3711    0.46352E+01    0.13138E+00   -0.20181E+00    0.41742E+05    0.11586E+01
  3712    0.46214E+01    0.13107E+00   -0.19979E+00    0.41724E+05    0.11589E+01
  3713    0.46076E+01    0.13078E+00   -0.19779E+00    0.41706E+05    0.11591E+01
  3714    0.45937E+01    0.13048E+00   -0.19582E+00    0.41688E+05    0.11593E+01
  3715    0.45798E+01    0.13022E+00   -0.19388E+00    0.41670E+05    0.11595E+01
  3716    0.45658E+01    0.12996E+00   -0.19196E+00    0.41652E+05    0.11597E+01
  3717    0.45519E+01    0.12970E+00   -0.19007E+00    0.41634E+05    0.11598E+01
  3718    0.45379E+01    0.12946E+00   -0.18821E+00    0.41616E+05    0.11600E+01
  3719    0.45238E+01    0.12923E+00   -0.18637E+00    0.41598E+05    0.11601E+01
  3720    0.45098E+01    0.12904E+00   -0.18457E+00    0.41580E+05    0.11602E+01
  3721    0.44958E+01    0.12883E+00   -0.18279E+00    0.41562E+05    0.11603E+01
  3722    0.44818E+01    0.12863E+00   -0.18104E+00    0.41544E+05    0.11604E+01
  3723    0.44677E+01    0.12845E+00   -0.17932E+00    0.41526E+05    0.11605E+01
  3724    0.44537E+01    0.12827E+00   -0.17763E+00    0.41509E+05    0.11606E+01
  3725    0.44396E+01    0.12811E+00   -0.17598E+00    0.41491E+05    0.11607E+01
  3726    0.44255E+01    0.12794E+00   -0.17434E+00    0.41473E+05    0.11608E+01
  3727    0.44114E+01    0.12780E+00   -0.17275E+00    0.41455E+05    0.11608E+01
  3728    0.43973E+01    0.12765E+00   -0.17119E+00    0.41437E+05    0.11609E+01
  3729    0.43832E+01    0.12754E+00   -0.16965E+00    0.41419E+05    0.11610E+01
  3730    0.43691E+01    0.12742E+00   -0.16814E+00    0.41402E+05    0.11611E+01
  3731    0.43550E+01    0.12731E+00   -0.16667E+00    0.41384E+05    0.11613E+01
  3732    0.43410E+01    0.12719E+00   -0.16523E+00    0.41366E+05    0.11614E+01
  3733    0.43269E+01    0.12711E+00   -0.16382E+00    0.41348E+05    0.11616E+01
  3734    0.43129E+01    0.12702E+00   -0.16244E+00    0.41330E+05    0.11617E+01
  3735    0.42988E+01    0.12694E+00   -0.16110E+00    0.41313E+05    0.11619E+01
  3736    0.42848E+01    0.12687E+00   -0.15980E+00    0.41295E+05    0.11622E+01
  3737    0.42709E+01    0.12681E+00   -0.15852E+00    0.41277E+05    0.11624E+01
  3738    0.42568E+01    0.12675E+00   -0.15728E+00    0.41260E+05    0.11627E+01
  3739    0.42428E+01    0.12671E+00   -0.15606E+00    0.41242E+05    0.11630E+01
  3740    0.42290E+01    0.12667E+00   -0.15488E+00    0.41224E+05    0.11633E+01
  3741    0.42150E+01    0.12664E+00   -0.15370E+00    0.41207E+05    0.11637E+01
  3742    0.42011E+01    0.12661E+00   -0.15259E+00    0.41189E+05    0.11641E+01
  3743    0.41872E+01    0.12659E+00   -0.15150E+00    0.41171E+05    0.11645E+01
  3744    0.41734E+01    0.12657E+00   -0.15045E+00    0.41154E+05    0.11650E+01
  3745    0.41596E+01    0.12657E+00   -0.14943E+00    0.41136E+05    0.11655E+01
  3746    0.41459E+01    0.12657E+00   -0.14845E+00    0.41118E+05    0.11661E+01
  3747    0.41321E+01    0.12657E+00   -0.14750E+00    0.41101E+05    0.11667E+01
  3748    0.41184E+01    0.12658E+00   -0.14658E+00    0.41083E+05    0.11674E+01
  3749    0.41048E+01    0.12660E+00   -0.14569E+00    0.41066E+05    0.11681E+01
  3750    0.40911E+01    0.12662E+00   -0.14484E+00    0.41048E+05    0.11689E+01
  3751    0.40777E+01    0.12665E+00   -0.14402E+00    0.41031E+05    0.11697E+01
  3752    0.40641E+01    0.12667E+00   -0.14324E+00    0.41013E+05    0.11706E+01
  3753    0.40506E+01    0.12672E+00   -0.14249E+00    0.40995E+05    0.11715E+01
  3754    0.40372E+01    0.12676E+00   -0.14176E+00    0.40978E+05    0.11725E+01
  3755    0.40238E+01    0.12681E+00   -0.14108E+00    0.40960E+05    0.11736E+01
  3756    0.40104E+01    0.12686E+00   -0.14043E+00    0.40943E+05    0.11746E+01
  3757    0.39971E+01    0.12691E+00   -0.13981E+00    0.40926E+05    0.11757E+01
  3758    0.39838E+01    0.12697E+00   -0.13921E+00    0.40908E+05    0.11769E+01
  3759    0.39707E+01    0.12703E+00   -0.13866E+00    0.40891E+05    0.11781E+01
  3760    0.39575E+01    0.12710E+00   -0.13813E+00    0.40873E+05    0.11793E+01
  3761    0.39446E+01    0.12717E+00   -0.13763E+00    0.40856E+05    0.11805E+01
  3762    0.39316E+01    0.12725E+00   -0.13717E+00    0.40838E+05    0.11818E+01
  3763    0.39186E+01    0.12732E+00   -0.13673E+00    0.40821E+05    0.11831E+01
  3764    0.39057E+01    0.12739E+00   -0.13634E+00    0.40804E+05    0.11844E+01
  3765    0.38929E+01    0.12747E+00   -0.13596E+00    0.40786E+05    0.11857E+01
  3766    0.38803E+01    0.12755E+00   -0.13562E+00    0.40769E+05    0.11871E+01
  3767    0.38675E+01    0.12764E+00   -0.13532E+00    0.40751E+05    0.11884E+01
  3768    0.38549E+01    0.12773E+00   -0.13503E+00    0.40734E+05    0.11898E+01
  3769    0.38424E+01    0.12782E+00   -0.13478E+00    0.40717E+05    0.11911E+01
  3770    0.38300E+01    0.12791E+00   -0.13455E+00    0.40699E+05    0.11925E+01
  3771    0.38176E+01    0.12799E+00   -0.13436E+00    0.40682E+05    0.11939E+01
  3772    0.38053E+01    0.12808E+00   -0.13420E+00    0.40665E+05    0.11953E+01
  3773    0.37931E+01    0.12818E+00   -0.13406E+00    0.40648E+05    0.11966E+01
  3774    0.37809E+01    0.12829E+00   -0.13395E+00    0.40630E+05    0.11980E+01
  3775    0.37688E+01    0.12838E+00   -0.13386E+00    0.40613E+05    0.11993E+01
  3776    0.37568E+01    0.12848E+00   -0.13381E+00    0.40596E+05    0.12007E+01
  3777    0.37449E+01    0.12857E+00   -0.13379E+00    0.40579E+05    0.12020E+01
  3778    0.37332E+01    0.12867E+00   -0.13379E+00    0.40561E+05    0.12033E+01
  3779    0.37214E+01    0.12876E+00   -0.13382E+00    0.40544E+05    0.12045E+01
  3780    0.37098E+01    0.12886E+00   -0.13387E+00    0.40527E+05    0.12058E+01
  3781    0.36982E+01    0.12895E+00   -0.13395E+00    0.40510E+05    0.12070E+01
  3782    0.36867E+01    0.12905E+00   -0.13405E+00    0.40493E+05    0.12082E+01
  3783    0.36751E+01    0.12914E+00   -0.13418E+00    0.40475E+05    0.12093E+01
  3784    0.36639E+01    0.12924E+00   -0.13435E+00    0.40458E+05    0.12105E+01
  3785    0.36526E+01    0.12933E+00   -0.13451E+00    0.40441E+05    0.12115E+01
  3786    0.36413E+01    0.12943E+00   -0.13472E+00    0.40424E+05    0.12126E+01
  3787    0.36303E+01    0.12952E+00   -0.13494E+00    0.40407E+05    0.12136E+01
  3788    0.36193E+01    0.12960E+00   -0.13518E+00    0.40390E+05    0.12145E+01
  3789    0.36085E+01    0.12969E+00   -0.13545E+00    0.40373E+05    0.12154E+01
  3790    0.35977E+01    0.12977E+00   -0.13575E+00    0.40356E+05    0.12163E+01
  3791    0.35869E+01    0.12986E+00   -0.13606E+00    0.40339E+05    0.12171E+01
  3792    0.35764E+01    0.12994E+00   -0.13640E+00    0.40321E+05    0.12178E+01
  3793    0.35658E+01    0.13002E+00   -0.13673E+00    0.40304E+05    0.12185E+01
  3794    0.35554E+01    0.13010E+00   -0.13710E+00    0.40287E+05    0.12191E+01
  3795    0.35451E+01    0.13017E+00   -0.13750E+00    0.40270E+05    0.12196E+01
  3796    0.35348E+01    0.13024E+00   -0.13793E+00    0.40253E+05    0.12201E+01
  3797    0.35246E+01    0.13031E+00   -0.13836E+00    0.40236E+05    0.12205E+01
  3798    0.35146E+01    0.13037E+00   -0.13882E+00    0.40219E+05    0.12208E+01
  3799    0.35047E+01    0.13044E+00   -0.13929E+00    0.40202E+05    0.12210E+01
  3800    0.34947E+01    0.13051E+00   -0.13978E+00    0.40185E+05    0.12212E+01
  3801    0.34849E+01    0.13055E+00   -0.14029E+00    0.40168E+05    0.12212E+01
  3802    0.34752E+01    0.13061E+00   -0.14081E+00    0.40152E+05    0.12212E+01
  3803    0.34656E+01    0.13065E+00   -0.14135E+00    0.40135E+05    0.12212E+01
  3804    0.34562E+01    0.13070E+00   -0.14190E+00    0.40118E+05    0.12210E+01
  3805    0.34468E+01    0.13074E+00   -0.14248E+00    0.40101E+05    0.12207E+01
  3806    0.34375E+01    0.13078E+00   -0.14306E+00    0.40084E+05    0.12204E+01
  3807    0.34283E+01    0.13081E+00   -0.14365E+00    0.40067E+05    0.12200E+01
  3808    0.34192E+01    0.13084E+00   -0.14426E+00    0.40050E+05    0.12196E+01
  3809    0.34102E+01    0.13088E+00   -0.14489E+00    0.40033E+05    0.12191E+01
  3810    0.34014E+01    0.13089E+00   -0.14552E+00    0.40016E+05    0.12185E+01
  3811    0.33926E+01    0.13091E+00   -0.14617E+00    0.40000E+05    0.12178E+01
  3812    0.33839E+01    0.13091E+00   -0.14683E+00    0.39983E+05    0.12171E+01
  3813    0.33753E+01    0.13092E+00   -0.14750E+00    0.39966E+05    0.12163E+01
  3814    0.33667E+01    0.13093E+00   -0.14819E+00    0.39949E+05    0.12154E+01
  3815    0.33583E+01    0.13093E+00   -0.14888E+00    0.39932E+05    0.12145E+01
  3816    0.33499E+01    0.13092E+00   -0.14958E+00    0.39915E+05    0.12136E+01
  3817    0.33417E+01    0.13090E+00   -0.15028E+00    0.39899E+05    0.12126E+01
  3818    0.33335E+01    0.13089E+00   -0.15100E+00    0.39882E+05    0.12115E+01
  3819    0.33255E+01    0.13087E+00   -0.15172E+00    0.39865E+05    0.12104E+01
  3820    0.33175E+01    0.13084E+00   -0.15246E+00    0.39848E+05    0.12092E+01
  3821    0.33097E+01    0.13081E+00   -0.15319E+00    0.39832E+05    0.12080E+01
  3822    0.33018E+01    0.13077E+00   -0.15394E+00    0.39815E+05    0.12068E+01
  3823    0.32942E+01    0.13073E+00   -0.15469E+00    0.39798E+05    0.12055E+01
  3824    0.32865E+01    0.13068E+00   -0.15545E+00    0.39782E+05    0.12041E+01
  3825    0.32790E+01    0.13062E+00   -0.15620E+00    0.39765E+05    0.12028E+01
  3826    0.32716E+01    0.13057E+00   -0.15696E+00    0.39748E+05    0.12013E+01
  3827    0.32642E+01    0.13050E+00   -0.15773E+00    0.39732E+05    0.11999E+01
  3828    0.32570E+01    0.13042E+00   -0.15850E+00    0.39715E+05    0.11984E+01
  3829    0.32498E+01    0.13034E+00   -0.15927E+00    0.39698E+05    0.11969E+01
  3830    0.32428E+01    0.13027E+00   -0.16004E+00    0.39682E+05    0.11954E+01
  3831    0.32358E+01    0.13018E+00   -0.16082E+00    0.39665E+05    0.11938E+01
  3832    0.32288E+01    0.13008E+00   -0.16159E+00    0.39648E+05    0.11922E+01
  3833    0.32220E+01    0.12997E+00   -0.16236E+00    0.39632E+05    0.11906E+01
  3834    0.32153E+01    0.12987E+00   -0.16314E+00    0.39615E+05    0.11889E+01
  3835    0.32087E+01    0.12976E+00   -0.16391E+00    0.39599E+05    0.11873E+01
  3836    0.32021E+01    0.12964E+00   -0.16469E+00    0.39582E+05    0.11856E+01
  3837    0.31956E+01    0.12951E+00   -0.16546E+00    0.39566E+05    0.11839E+01
  3838    0.31892E+01    0.12938E+00   -0.16623E+00    0.39549E+05    0.11822E+01
  3839    0.31829E+01    0.12925E+00   -0.16700E+00    0.39533E+05    0.11805E+01
  3840    0.31766E+01    0.12910E+00   -0.16777E+00    0.39516E+05    0.11788E+01
  3841    0.31705E+01    0.12895E+00   -0.16853E+00    0.39500E+05    0.11770E+01
  3842    0.31644E+01    0.12880E+00   -0.16929E+00    0.39483E+05    0.11753E+01
  3843    0.31584E+01    0.12863E+00   -0.17003E+00    0.39467E+05    0.11735E+01
  3844    0.31524E+01    0.12846E+00   -0.17079E+00    0.39450E+05    0.11718E+01
  3845    0.31466E+01    0.12830E+00   -0.17153E+00    0.39434E+05    0.11700E+01
  3846    0.31407E+01    0.12811E+00   -0.17226E+00    0.39417E+05    0.11683E+01
  3847    0.31349E+01    0.12792E+00   -0.17300E+00    0.39401E+05    0.11665E+01
  3848    0.31293E+01    0.12773E+00   -0.17372E+00    0.39384E+05    0.11648E+01
  3849    0.31237E+01    0.12752E+00   -0.17444E+00    0.39368E+05    0.11630E+01
  3850    0.31182E+01    0.12732E+00   -0.17515E+00    0.39351E+05    0.11613E+01
  3851    0.31127E+01    0.12710E+00   -0.17585E+00    0.39335E+05    0.11596E+01
  3852    0.31073E+01    0.12689E+00   -0.17655E+00    0.39319E+05    0.11578E+01
  3853    0.31021E+01    0.12666E+00   -0.17722E+00    0.39302E+05    0.11561E+01
  3854    0.30968E+01    0.12641E+00   -0.17790E+00    0.39286E+05    0.11544E+01
  3855    0.30916E+01    0.12618E+00   -0.17856E+00    0.39270E+05    0.11527E+01
  3856    0.30864E+01    0.12593E+00   -0.17922E+00    0.39253E+05    0.11511E+01
  3857    0.30814E+01    0.12568E+00   -0.17986E+00    0.39237E+05    0.11494E+01
  3858    0.30764E+01    0.12542E+00   -0.18051E+00    0.39221E+05    0.11477E+01
  3859    0.30714E+01    0.12516E+00   -0.18113E+00    0.39204E+05    0.11460E+01
  3860    0.30665E+01    0.12491E+00   -0.18175E+00    0.39188E+05    0.11444E+01
  3861    0.30617E+01    0.12464E+00   -0.18235E+00    0.39172E+05    0.11427E+01
  3862    0.30570E+01    0.12435E+00   -0.18294E+00    0.39155E+05    0.11411E+01
  3863    0.30522E+01    0.12407E+00   -0.18352E+00    0.39139E+05    0.11394E+01
  3864    0.30475E+01    0.12378E+00   -0.18408E+00    0.39123E+05    0.11378E+01
  3865    0.30428E+01    0.12348E+00   -0.18463E+00    0.39107E+05    0.11361E+01
  3866    0.30382E+01    0.12319E+00   -0.18517E+00    0.39090E+05    0.11344E+01
  3867    0.30337E+01    0.12288E+00   -0.18569E+00    0.39074E+05    0.11328E+01
  3868    0.30292E+01    0.12257E+00   -0.18621E+00    0.39058E+05    0.11311E+01
  3869    0.30247E+01    0.12225E+00   -0.18670E+00    0.39042E+05    0.11295E+01
  3870    0.30203E+01    0.12192E+00   -0.18718E+00    0.39026E+05    0.11278E+01
  3871    0.30160E+01    0.12160E+00   -0.18764E+00    0.39009E+05    0.11261E+01
  3872    0.30116E+01    0.12125E+00   -0.18809E+00    0.38993E+05    0.11245E+01
  3873    0.30072E+01    0.12091E+00   -0.18853E+00    0.38977E+05    0.11228E+01
  3874    0.30030E+01    0.12057E+00   -0.18895E+00    0.38961E+05    0.11211E+01
  3875    0.29988E+01    0.12024E+00   -0.18936E+00    0.38945E+05    0.11194E+01
  3876    0.29945E+01    0.11988E+00   -0.18975E+00    0.38929E+05    0.11177E+01
  3877    0.29904E+01    0.11952E+00   -0.19012E+00    0.38913E+05    0.11160E+01
  3878    0.29863E+01    0.11915E+00   -0.19046E+00    0.38896E+05    0.11143E+01
  3879    0.29822E+01    0.11879E+00   -0.19080E+00    0.38880E+05    0.11126E+01
  3880    0.29781E+01    0.11841E+00   -0.19112E+00    0.38864E+05    0.11109E+01
  3881    0.29740E+01    0.11801E+00   -0.19142E+00    0.38848E+05    0.11091E+01
  3882    0.29699E+01    0.11763E+00   -0.19171E+00    0.38832E+05    0.11074E+01
  3883    0.29660E+01    0.11723E+00   -0.19197E+00    0.38816E+05    0.11056E+01
  3884    0.29620E+01    0.11684E+00   -0.19222E+00    0.38800E+05    0.11038E+01
  3885    0.29581E+01    0.11644E+00   -0.19246E+00    0.38784E+05    0.11020E+01
  3886    0.29541E+01    0.11604E+00   -0.19267E+00    0.38768E+05    0.11002E+01
  3887    0.29502E+01    0.11563E+00   -0.19286E+00    0.38752E+05    0.10984E+01
  3888    0.29463E+01    0.11523E+00   -0.19304E+00    0.38736E+05    0.10966E+01
  3889    0.29424E+01    0.11479E+00   -0.19320E+00    0.38720E+05    0.10947E+01
  3890    0.29386E+01    0.11439E+00   -0.19334E+00    0.38704E+05    0.10929E+01
  3891    0.29347E+01    0.11396E+00   -0.19346E+00    0.38688E+05    0.10910E+01
  3892    0.29308E+01    0.11354E+00   -0.19356E+00    0.38672E+05    0.10891E+01
  3893    0.29270E+01    0.11311E+00   -0.19365E+00    0.38656E+05    0.10872E+01
  3894    0.29232E+01    0.11268E+00   -0.19371E+00    0.38640E+05    0.10852E+01
  3895    0.29192E+01    0.11225E+00   -0.19375E+00    0.38624E+05    0.10833E+01
  3896    0.29154E+01    0.11180E+00   -0.19378E+00    0.38608E+05    0.10813E+01
  3897    0.29116E+01    0.11137E+00   -0.19377E+00    0.38593E+05    0.10793E+01
  3898    0.29078E+01    0.11092E+00   -0.19376E+00    0.38577E+05    0.10773E+01
  3899    0.29039E+01    0.11047E+00   -0.19372E+00    0.38561E+05    0.10752E+01
  3900    0.29002E+01    0.11001E+00   -0.19367E+00    0.38545E+05    0.10731E+01
  3901    0.28964E+01    0.10956E+00   -0.19359E+00    0.38529E+05    0.10710E+01
  3902    0.28925E+01    0.10910E+00   -0.19350E+00    0.38513E+05    0.10689E+01
  3903    0.28887E+01    0.10863E+00   -0.19338E+00    0.38497E+05    0.10668E+01
  3904    0.28848E+01    0.10817E+00   -0.19327E+00    0.38481E+05    0.10646E+01
  3905    0.28811E+01    0.10769E+00   -0.19311E+00    0.38466E+05    0.10624E+01
  3906    0.28773E+01    0.10722E+00   -0.19294E+00    0.38450E+05    0.10603E+01
  3907    0.28734E+01    0.10677E+00   -0.19274E+00    0.38434E+05    0.10580E+01
  3908    0.28696E+01    0.10629E+00   -0.19250E+00    0.38418E+05    0.10558E+01
  3909    0.28657E+01    0.10582E+00   -0.19228E+00    0.38402E+05    0.10536E+01
  3910    0.28620E+01    0.10535E+00   -0.19202E+00    0.38387E+05    0.10514E+01
  3911    0.28581E+01    0.10487E+00   -0.19174E+00    0.38371E+05    0.10492E+01
  3912    0.28543E+01    0.10439E+00   -0.19145E+00    0.38355E+05    0.10469E+01
  3913    0.28502E+01    0.10390E+00   -0.19114E+00    0.38339E+05    0.10447E+01
  3914    0.28463E+01    0.10342E+00   -0.19082E+00    0.38324E+05    0.10424E+01
  3915    0.28423E+01    0.10293E+00   -0.19045E+00    0.38308E+05    0.10402E+01
  3916    0.28382E+01    0.10245E+00   -0.19009E+00    0.38292E+05    0.10380E+01
  3917    0.28343E+01    0.10197E+00   -0.18970E+00    0.38277E+05    0.10358E+01
  3918    0.28302E+01    0.10148E+00   -0.18929E+00    0.38261E+05    0.10335E+01
  3919    0.28262E+01    0.10100E+00   -0.18886E+00    0.38245E+05    0.10313E+01
  3920    0.28221E+01    0.10050E+00   -0.18842E+00    0.38230E+05    0.10292E+01
  3921    0.28181E+01    0.10001E+00   -0.18796E+00    0.38214E+05    0.10270E+01
  3922    0.28139E+01    0.99525E-01   -0.18748E+00    0.38198E+05    0.10248E+01
  3923    0.28099E+01    0.99032E-01   -0.18698E+00    0.38183E+05    0.10227E+01
  3924    0.28057E+01    0.98537E-01   -0.18646E+00    0.38167E+05    0.10206E+01
  3925    0.28015E+01    0.98057E-01   -0.18592E+00    0.38151E+05    0.10185E+01
  3926    0.27973E+01    0.97561E-01   -0.18536E+00    0.38136E+05    0.10164E+01
  3927    0.27931E+01    0.97073E-01   -0.18479E+00    0.38120E+05    0.10144E+01
  3928    0.27887E+01    0.96576E-01   -0.18420E+00    0.38105E+05    0.10123E+01
  3929    0.27845E+01    0.96086E-01   -0.18359E+00    0.38089E+05    0.10104E+01
  3930    0.27802E+01    0.95596E-01   -0.18297E+00    0.38074E+05    0.10084E+01
  3931    0.27758E+01    0.95105E-01   -0.18232E+00    0.38058E+05    0.10065E+01
  3932    0.27714E+01    0.94613E-01   -0.18166E+00    0.38042E+05    0.10046E+01
  3933    0.27669E+01    0.94121E-01   -0.18098E+00    0.38027E+05    0.10028E+01
  3934    0.27625E+01    0.93636E-01   -0.18029E+00    0.38011E+05    0.10010E+01
  3935    0.27580E+01    0.93143E-01   -0.17958E+00    0.37996E+05    0.99919E+00
  3936    0.27536E+01    0.92657E-01   -0.17886E+00    0.37980E+05    0.99747E+00
  3937    0.27489E+01    0.92178E-01   -0.17813E+00    0.37965E+05    0.99580E+00
  3938    0.27443E+01    0.91691E-01   -0.17735E+00    0.37949E+05    0.99418E+00
  3939    0.27396E+01    0.91203E-01   -0.17658E+00    0.37934E+05    0.99260E+00
  3940    0.27349E+01    0.90723E-01   -0.17580E+00    0.37919E+05    0.99108E+00
  3941    0.27302E+01    0.90249E-01   -0.17501E+00    0.37903E+05    0.98961E+00
  3942    0.27255E+01    0.89768E-01   -0.17419E+00    0.37888E+05    0.98820E+00
  3943    0.27206E+01    0.89294E-01   -0.17336E+00    0.37872E+05    0.98684E+00
  3944    0.27157E+01    0.88812E-01   -0.17252E+00    0.37857E+05    0.98554E+00
  3945    0.27109E+01    0.88337E-01   -0.17166E+00    0.37841E+05    0.98431E+00
  3946    0.27058E+01    0.87869E-01   -0.17079E+00    0.37826E+05    0.98314E+00
  3947    0.27009E+01    0.87400E-01   -0.16990E+00    0.37811E+05    0.98203E+00
  3948    0.26959E+01    0.86932E-01   -0.16899E+00    0.37795E+05    0.98100E+00
  3949    0.26907E+01    0.86463E-01   -0.16809E+00    0.37780E+05    0.98003E+00
  3950    0.26857E+01    0.86008E-01   -0.16715E+00    0.37765E+05    0.97913E+00
  3951    0.26805E+01    0.85539E-01   -0.16622E+00    0.37749E+05    0.97831E+00
  3952    0.26753E+01    0.85076E-01   -0.16527E+00    0.37734E+05    0.97756E+00
  3953    0.26700E+01    0.84629E-01   -0.16430E+00    0.37718E+05    0.97687E+00
  3954    0.26648E+01    0.84158E-01   -0.16332E+00    0.37703E+05    0.97625E+00
  3955    0.26594E+01    0.83710E-01   -0.16234E+00    0.37688E+05    0.97570E+00
  3956    0.26540E+01    0.83261E-01   -0.16134E+00    0.37673E+05    0.97520E+00
  3957    0.26486E+01    0.82820E-01   -0.16034E+00    0.37657E+05    0.97476E+00
  3958    0.26431E+01    0.82378E-01   -0.15931E+00    0.37642E+05    0.97438E+00
  3959    0.26375E+01    0.81932E-01   -0.15827E+00    0.37627E+05    0.97405E+00
  3960    0.26320E+01    0.81495E-01   -0.15725E+00    0.37611E+05    0.97378E+00
  3961    0.26263E+01    0.81063E-01   -0.15620E+00    0.37596E+05    0.97355E+00
  3962    0.26207E+01    0.80634E-01   -0.15513E+00    0.37581E+05    0.97336E+00
  3963    0.26150E+01    0.80212E-01   -0.15406E+00    0.37566E+05    0.97322E+00
  3964    0.26093E+01    0.79790E-01   -0.15299E+00    0.37551E+05    0.97312E+00
  3965    0.26035E+01    0.79367E-01   -0.15191E+00    0.37535E+05    0.97306E+00
  3966    0.25976E+01    0.78952E-01   -0.15082E+00    0.37520E+05    0.97303E+00
  3967    0.25917E+01    0.78544E-01   -0.14972E+00    0.37505E+05    0.97304E+00
  3968    0.25857E+01    0.78128E-01   -0.14862E+00    0.37490E+05    0.97307E+00
  3969    0.25797E+01    0.77721E-01   -0.14751E+00    0.37475E+05    0.97314E+00
  3970    0.25737E+01    0.77320E-01   -0.14639E+00    0.37459E+05    0.97323E+00
  3971    0.25676E+01    0.76920E-01   -0.14526E+00    0.37444E+05    0.97334E+00
  3972    0.25615E+01    0.76525E-01   -0.14413E+00    0.37429E+05    0.97347E+00
  3973    0.25553E+01    0.76133E-01   -0.14300E+00    0.37414E+05    0.97362E+00
  3974    0.25490E+01    0.75745E-01   -0.14185E+00    0.37399E+05    0.97379E+00
  3975    0.25428E+01    0.75362E-01   -0.14071E+00    0.37384E+05    0.97397E+00
  3976    0.25365E+01    0.74982E-01   -0.13956E+00    0.37369E+05    0.97416E+00
  3977    0.25301E+01    0.74608E-01   -0.13841E+00    0.37354E+05    0.97435E+00
  3978    0.25238E+01    0.74237E-01   -0.13724E+00    0.37339E+05    0.97455E+00
  3979    0.25172E+01    0.73870E-01   -0.13608E+00    0.37323E+05    0.97476E+00
  3980    0.25108E+01    0.73508E-01   -0.13491E+00    0.37308E+05    0.97496E+00
  3981    0.25042E+01    0.73149E-01   -0.13375E+00    0.37293E+05    0.97516E+00
  3982    0.24976E+01    0.72795E-01   -0.13258E+00    0.37278E+05    0.97536E+00
  3983    0.24910E+01    0.72444E-01   -0.13140E+00    0.37263E+05    0.97555E+00
  3984    0.24843E+01    0.72098E-01   -0.13023E+00    0.37248E+05    0.97573E+00
  3985    0.24776E+01    0.71757E-01   -0.12905E+00    0.37233E+05    0.97589E+00
